         1955994 function calls (1948908 primitive calls) in 9.469 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:100(__hash__)
       41    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:777(restore)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_compile.py:536(_compile_info)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:2156(transmute)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:974(set_snap)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:253(set_offset)
        8    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:346(set_facecolor)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:937(parse)
       56    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:3164(_around_dispatcher)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\_methods.py:56(_all)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2252(blended_transform_factory)
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\cycler.py:225(__iter__)
       38    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:200(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:1272(getLogger)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:2295(view_limits)
       36    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:551(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:787(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:822(set_history_buttons)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1359(get_major_locator)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:246(_update_figure_dpi)
        1    0.000    0.000    0.082    0.082 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1254(add_subplot)
        1    0.000    0.000    0.002    0.002 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2321(_get_tick_boxes_siblings)
        1    0.000    0.000    6.944    6.944 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:324(show)
       40    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:199(disconnect)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:2151(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\genericpath.py:27(isfile)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:303(_warn_if_gui_out_of_main_thread)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:1145(_get_legend_handles_labels)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:664(_set_lim_and_transforms)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:557(get_url)
        2    0.000    0.000    0.002    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:911(draw)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend_handler.py:161(get_xdata)
       18    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:569(locator)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:711(set_clip_box)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:1736(raise_if_exceeds)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:135(current_key_axes)
        1    0.000    0.000    0.045    0.045 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3487(new_figure_manager)
       48    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:162(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1905(leave_notify_event)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:106(add)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_axes.py:256(set_ylabel)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3433(set_ybound)
       17    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\ma\core.py:672(getdata)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:441(draw)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:941(intervalx)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2581(get_matrix)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:472(set_joinstyle)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2278(mpl_connect)
        1    0.000    0.000    0.082    0.082 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_subplots.py:18(__init__)
       34    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:279(get_loc)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:986(_find_and_load)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1969(__init__)
        1    0.000    0.000    0.000    0.000 {restoreOverrideCursor}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:610(bubble)
       52    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:157(<genexpr>)
        1    0.000    0.000    0.000    0.000 {closeEvent}
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\ma\core.py:588(filled)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1567(set_major_formatter)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:770(set_cursor)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:733(get_color)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3726(get_path)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1784(clf)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:241(__array__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:704(set_offset)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_3d)
       12    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\cycler.py:138(keys)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend_handler.py:63(_update_prop)
       24    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:163(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1406(_add_axes_internal)
        8    0.000    0.000    0.000    0.000 {built-in method setDevicePixelRatio}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:435(_parse_sub)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:752(set_canvas)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:1161(_parse_legend_args)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\signal.py:45(signal)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:3113(xlabel)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:347(get_snap_threshold)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:826(get_position)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:821(_auto_legend_data)
        1    0.000    0.000    0.000    0.000 {built-in method setAlignment}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1770(close_event)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:2688(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:693(get_transform)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1593(set_minor_formatter)
        9    0.000    0.000    0.000    0.000 {built-in method PyQt5.QtCore.qVersion}
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\colors.py:224(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:747(get_offset)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:529(set_clip_box)
       20    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:933(get_bbox_to_anchor)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:1392(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:1008(set_label)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:946(intervaly)
       48    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:163(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:112(_update_methods)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       44    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\signal.py:25(_int_to_enum)
       24    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:624(get_sketch_params)
        6    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:344(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:142(__init__)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:248(get_rotation_mode)
        1    0.000    0.000    0.044    0.044 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:3496(new_figure_manager_given_figure)
        2    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:418(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1389(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:580(push)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3144(set_xbound)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1761(resize_event)
        4    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:852(_update_transScale)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\artist.py:785(get_alpha)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:331(get_alt_path)
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:640(flipy)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\_pylab_helpers.py:96(get_all_fig_managers)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend_handler.py:69(_default_update_prop)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:763(limit_range_for_scale)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:516(closeEvent)
       34    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\threading.py:1306(current_thread)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:936(p1)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:216(_get_xy_display)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:1921(enter_notify_event)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:279(y1)
        4    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:549(set_useOffset)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2525(<listcomp>)
        8    0.000    0.000    0.000    0.000 {built-in method value}
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\types.py:171(__get__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1282(_iter_break_from_left_to_right)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1302(_get_spec)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:300(set_antialiased)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:644(_from_subplot_args)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend.py:871(set_title)
       36    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:552(<genexpr>)
       20    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\_pylab_helpers.py:111(_set_new_active_manager)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1816(nonzero)
        1    0.000    0.000    0.006    0.006 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:2736(legend)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1645(__eq__)
        4    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2705(get_transformed_path_and_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:373(set_alpha)
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:392(<dictcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\pathlib.py:1045(_init)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:3121(ylabel)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:269(x1)
       22    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:2051(get_matrix)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:370(__init__)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:557(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:588(_widgetclosed)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:588(get_markevery)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:500(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3465(get_ylim)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\transforms.py:1671(set)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:268(get_joinstyle)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:198(set_prop_cycle)
        1    0.000    0.000    0.000    0.000 {built-in method pos}
        1    0.000    0.000    0.000    0.000 {built-in method end}
        1    0.000    0.000    0.045    0.045 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\pyplot.py:312(new_figure_manager)
       15    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\image.py:123(<genexpr>)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:315(get_path)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_compile.py:461(_get_literal_prefix)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\markers.py:271(get_capstyle)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:3796(set_bounds)
       11    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backend_bases.py:911(set_dashes)
        1    0.000    0.000    0.000    0.000 {resizeEvent}
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\linalg\linalg.py:107(_makearray)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\cProfile.py:133(__exit__)
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:381(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        3    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(inv)
        7    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:488(set_hatch)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:1878(_get_ticks_position)
        1    0.000    0.000    0.000    0.000 {built-in method setFocus}
       17    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:165(<listcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:368(<dictcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:270(set_locs)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\patches.py:1967(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:488(set_constrained_layout)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_subplots.py:95(update_params)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend_handler.py:80(adjust_drawing_area)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\enum.py:833(__and__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_compile.py:598(_code)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\logging\__init__.py:2006(getLogger)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\text.py:522(_update_clip_properties)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:73(get)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:1075(fixlist)
        5    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:997(<genexpr>)
       19    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:145(<dictcomp>)
        1    0.000    0.000    0.012    0.012 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5agg.py:19(__init__)
       29    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\_collections_abc.py:392(__subclasshook__)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:567(<listcomp>)
        1    0.000    0.000    0.001    0.001 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\backends\backend_agg.py:392(copy_from_bbox)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:1432(set_box_aspect)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\_collections_abc.py:271(__subclasshook__)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\enum.py:611(_missing_)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\lines.py:881(get_drawstyle)
       30    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\ticker.py:291(_set_locator)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\warnings.py:437(__init__)
       16    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\lib\function_base.py:1148(_diff_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\gridspec.py:480(get_subplot_params)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axis.py:2201(get_ticks_position)
        4    0.000    0.000    0.001    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\spines.py:221(register_axis)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_join)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:839(sort)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:965(_gen_axes_patch)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2528(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:2719(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\sre_parse.py:224(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:605(clear)
       13    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:562(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\importlib\__init__.py:109(import_module)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(tile)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1674(sanitize_sequence)
       10    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\offsetbox.py:847(get_minimumdescent)
        2    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\legend_handler.py:155(get_numpoints)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\axes\_base.py:3176(get_xlim)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\signal.py:51(getsignal)
        3    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1874(method)
        1    0.000    0.000    0.000    0.000 C:\Users\chidi\anaconda3\lib\site-packages\matplotlib\figure.py:628(get_children)
